#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
      80      21.7158       1.2973      40.8892       1.6099       2.6183       2.6613       2.6951       2.6306     212.1666
      81      21.7456       1.2989      41.3108       1.4694       2.7071       2.7527       2.7730       2.7204     194.7619
      82      21.7510       1.2768      47.5292       1.5554       2.6374       2.6857       2.7025       2.6449     179.3811
      83      21.7507       1.2364      32.6660       1.5044       2.5577       2.6112       2.6242       2.5709     197.6706
      84      21.7783       1.3178      34.0398       1.5134       2.5548       2.5974       2.6350       2.5614     186.1620
      85      21.7687       1.3099      38.7495       1.5618       2.6050       2.6566       2.6727       2.6181     197.1845
      86      21.8020       1.2992      19.0052       1.5350       2.5952       2.6378       2.6684       2.6008     195.4266
      87      21.7942       1.2479      36.6196       1.4980       2.6225       2.6664       2.6784       2.6296     198.9304
      88      21.7957       1.2054      32.4802       1.5719       2.5985       2.6359       2.6724       2.6000     222.1502
      89      21.7536       1.2967      92.0151       1.7648       2.5274       2.5794       2.5932       2.5437     206.9048
      90      21.7589       1.2930     106.7088       1.5263       2.5885       2.6305       2.6585       2.5994     189.0881
      91      21.7837       1.3762      71.2657       1.5532       2.7727       2.8174       2.8330       2.7811     200.6478
      92      21.8424       1.2585      55.9306       1.3518       2.9235       2.9617       2.9983       2.9196     195.9376
      93      21.8256       1.2716      42.7594       1.5015       2.8838       2.9275       2.9593       2.8961     196.3566
      94      21.7955       1.2564      43.7831       1.3960       2.7964       2.8457       2.8594       2.8099     194.7399
      95      21.7530       1.2982      26.4636       1.7944       2.7837       2.8278       2.8567       2.7920     203.0930
      96      21.7959       1.3867      25.2939       1.4724       2.9366       2.9794       3.0106       2.9339     193.0186
      97      21.9507       1.3478      26.9899       1.5575       3.0605       3.1041       3.1211       3.0743     210.3755
      98      21.8470       1.3189      36.8123       1.6114       2.9332       2.9784       3.0038       2.9385     191.7341
      99      21.8792       1.3211      46.1956       1.4420       3.0456       3.0821       3.1090       3.0489     194.4509
     100      21.7783       1.3645      87.9428       1.6012       2.9305       2.9805       2.9891       2.9408     189.1877
     101      21.7677       1.4272      74.6312       1.4383       3.0214       3.0655       3.1014       3.0239     194.6521
     102      21.7429       1.3632     188.6976       1.4087       3.0080       3.0547       3.0931       3.0203     183.7108
     103      21.7439       1.2832     145.9789       1.4155       2.9110       2.9622       2.9855       2.9228     201.3735
     104      21.7874       1.3473      72.7529       1.5615       2.9434       2.9925       3.0108       2.9591     202.0804
     105      21.7132       1.3294      86.3458       1.4917       2.8387       2.8838       2.9166       2.8468     194.0324
     106      21.8182       1.3638      93.4391       1.5832       2.7651       2.8168       2.8357       2.7812     179.7907
     107      21.7824       1.2731      84.1094       1.4307       2.8086       2.8640       2.8756       2.8313     189.6947
     108      21.7747       1.3933     124.9630       1.3266       3.1058       3.1517       3.1774       3.1207     198.8876
     109      21.8364       1.4416      92.1036       1.4511       3.1624       3.1976       3.2503       3.1643     200.7140
     110      21.8644       1.3455      54.3548       1.4586       2.9696       3.0177       3.0411       2.9887     200.0640
     111      21.7933       1.3788      71.7617       1.4947       2.8870       2.9369       2.9601       2.9087     190.3397
     112      21.7450       1.3651     114.5008       1.3559       2.8170       2.8712       2.8867       2.8357     200.8934
     113      21.8479       1.3704      65.9270       1.5708       2.9151       2.9605       2.9823       2.9336     203.5750
     114      21.7134       1.3145      61.4946       1.5584       2.8277       2.8846       2.8975       2.8481     204.2031
     115      21.8180       1.2876     128.9956       1.4864       2.9342       2.9821       3.0035       2.9429     205.1737
     116      21.7926       1.3465     112.3185       1.4504       2.9961       3.0412       3.0656       3.0061     216.0316
     117      21.8137       1.2709     141.1914       1.5246       2.9332       2.9884       2.9915       2.9398     205.7695
     118      21.7869       1.3204     103.3398       1.5232       2.7748       2.8181       2.8397       2.7760     193.2528
     119      21.8333       1.3115      77.4527       1.4644       2.7910       2.8357       2.8417       2.8051     199.6735
     120      21.8465       1.3133     129.7843       1.4580       2.9801       3.0245       3.0554       2.9836     197.5236
     121      21.7620       1.3316     156.1622       1.4123       2.9345       2.9868       3.0064       2.9466     192.8556
     122      21.8801       1.3726      84.5766       1.5502       3.1889       3.2373       3.2545       3.2034     207.4237
     123      21.8132       1.3412     103.1958       1.5217       3.0921       3.1447       3.1477       3.1146     202.8511
     124      21.7762       1.3377     128.5014       1.5678       2.9080       2.9695       2.9586       2.9418     194.4450
     125      21.8541       1.3241     208.5588       1.4730       2.8837       2.9378       2.9502       2.9004     193.0774
     126      21.8670       1.4012     350.6372       1.4855       2.7284       2.7789       2.7914       2.7461     196.4940
     127      21.7912       1.3991     446.6580       1.6393       2.6730       2.7295       2.7316       2.7009     189.9603
     128      21.7453       1.4497     231.7691       1.3923       2.7522       2.7997       2.8210       2.7673     190.7091
     129      21.7413       1.4163     329.2695       1.5272       2.6495       2.7043       2.7125       2.6668     196.7916
     130      21.6434       1.5360     119.7298       1.4498       2.5752       2.6287       2.6381       2.5998     185.7671
     131      21.7041       1.4807      89.5425       1.3350       2.5876       2.6431       2.6500       2.6136     182.4749
     132      21.7018       1.5286      92.9272       1.3549       2.5778       2.6267       2.6590       2.5849     183.5932
     133      21.6614       1.4792      52.3229       1.3452       2.5985       2.6459       2.6752       2.6069     188.5703
     134      21.6950       1.4572      82.6584       1.4059       2.5739       2.6163       2.6400       2.5810     193.6377
     135      21.6375       1.4627      56.5800       1.4102       2.7304       2.7844       2.7932       2.7462     183.5710
     136      21.6911       1.4584      94.0135       1.5997       2.7524       2.8082       2.8239       2.7677     192.9901
     137      21.7753       1.3616      60.9765       1.4582       2.9195       2.9726       2.9779       2.9425     195.0192
     138      21.7669       1.3484      82.0444       1.5390       2.7685       2.8206       2.8247       2.7846     196.9829
     139      21.7002       1.3512     142.0018       1.5774       2.7371       2.7888       2.8097       2.7481     189.9723
     140      21.7420       1.4142      58.9212       1.4849       2.8910       2.9328       2.9648       2.9022     203.6011
     141      21.7504       1.3420     118.0387       1.6088       2.9368       2.9884       2.9920       2.9529     210.8484
     142      21.7532       1.2965      56.9540       1.5166       2.7414       2.7913       2.8079       2.7541     188.8584
     143      21.7672       1.3896      51.5203       1.6348       2.7348       2.7901       2.8105       2.7480     194.3220
     144      21.7981       1.3692      40.0632       1.4754       2.5971       2.6447       2.6560       2.6043     195.6227
     145      21.7305       1.3343      60.3318       1.5804       2.8454       2.9005       2.9072       2.8640     190.4458
     146      21.7879       1.3183      38.8710       1.3370       2.9460       2.9882       3.0130       2.9534     173.8556
     147      21.7978       1.3326      48.2524       1.3623       2.7670       2.8110       2.8315       2.7791     180.7675
     148      21.8626       1.3685      35.4643       1.3842       2.9737       3.0189       3.0345       2.9910     196.6407
     149      21.8385       1.3711      54.2953       1.3060       2.9154       2.9697       2.9707       2.9344     185.5622
     150      21.8364       1.3809      61.6570       1.4859       2.8139       2.8554       2.8879       2.8214     188.4446
     151      21.8357       1.3883      46.4720       1.5465       2.7504       2.7878       2.8289       2.7499     198.6054
     152      21.8543       1.3907      59.6807       1.4463       2.6827       2.7254       2.7538       2.6906     187.5873
     153      21.7823       1.3493      35.3452       1.3957       2.6128       2.6558       2.6880       2.6102     187.4381
     154      21.7403       1.3791      39.7396       1.3047       2.5569       2.6035       2.6260       2.5576     188.8819
     155      21.8696       1.2920      37.0126       1.5075       2.7804       2.8279       2.8479       2.7884     196.3797
     156      21.7849       1.3207      47.4814       1.4752       2.7789       2.8223       2.8428       2.7813     189.2309
     157      21.7589       1.3573      23.8533       1.4023       3.0081       3.0511       3.0803       3.0130     176.6917
     158      21.8419       1.3092      28.5666       1.4917       2.8312       2.8734       2.8922       2.8389     185.0138
     159      21.8475       1.2758      25.8160       1.4496       2.8116       2.8512       2.8784       2.8095     184.0496
     160      21.8469       1.3137      15.9857       1.5485       2.8109       2.8525       2.8816       2.8115     189.4675
     161      21.7568       1.4501      77.3480       1.5082       2.8382       2.8864       2.8950       2.8520     186.9124
     162      21.7634       1.3956      16.9408       1.3804       2.6813       2.7271       2.7440       2.6918     168.3657
     163      21.7643       1.3910      13.6876       1.4813       2.6194       2.6645       2.7016       2.6269     176.7790
     164      21.7036       1.4337      17.5667       1.5170       2.6141       2.6521       2.6969       2.6153     192.2216
     165      21.6158       1.4086      22.4495       1.3873       2.6604       2.7060       2.7285       2.6596     189.1499
     166      21.7373       1.4051      16.8145       1.5509       2.8478       2.8873       2.9126       2.8487     198.1232
     167      21.7583       1.3725      21.8141       1.4632       2.7445       2.7909       2.7939       2.7574     192.5997
     168      21.7569       1.3927      29.6391       1.7671       2.7344       2.7795       2.8091       2.7391     174.0471
     169      21.7915       1.3786      11.6592       1.4199       2.8263       2.8699       2.9058       2.8307     211.2935
     170      21.8323       1.3835       9.6043       1.4168       2.7908       2.8338       2.8587       2.7934     193.9617
     171      21.8524       1.4643      16.4089       1.4926       2.9694       3.0008       3.0555       2.9567     197.7905
     172      21.8632       1.4471      11.3907       1.5120       3.0977       3.1415       3.1679       3.1060     189.4949
     173      21.8300       1.3980      10.3844       1.2988       3.0987       3.1363       3.1744       3.1038     182.4107
     174      21.7569       1.3661       9.3372       1.5652       2.8424       2.8849       2.9167       2.8525     190.5533
     175      21.8520       1.3812      25.0959       1.4782       2.9453       2.9921       3.0159       2.9550     192.2636
     176      21.7918       1.3865      11.4373       1.4298       2.8419       2.8880       2.9019       2.8524     184.1963
     177      21.7000       1.4255      11.9404       1.3414       2.6197       2.6575       2.6924       2.6154     186.0131
     178      21.8179       1.3837      31.5678       1.3748       2.7035       2.7423       2.7719       2.7053     187.4930
     179      21.7260       1.5341      18.7950       1.3620       2.4403       2.4751       2.5183       2.4275     179.6401
     180      21.7408       1.4563      12.0095       1.2428       2.5457       2.5971       2.6047       2.5559     177.7015
     181      21.7349       1.4737      14.0448       1.2605       2.6537       2.6957       2.7296       2.6655     171.3216
     182      21.6494       1.3981      90.4537       1.3617       2.6614       2.6989       2.7364       2.6615     169.2916
     183      21.7694       1.4744      27.1930       1.3598       2.8503       2.8909       2.9276       2.8580     174.7410
     184      21.7447       1.4896      14.6169       1.3242       2.8942       2.9400       2.9720       2.9006     185.6250
     185      21.8731       1.4680      20.6685       1.3990       2.7496       2.7967       2.8185       2.7449     176.2282
     186      21.7196       1.5109      16.5924       1.2564       2.3985       2.4497       2.4576       2.4087     168.6645
     187      21.6318       1.5005      49.9344       1.3316       2.3639       2.4037       2.4556       2.3487     159.7816
     188      21.6451       1.5183      73.2576       1.3759       2.4652       2.5085       2.5415       2.4617     176.2150
     189      21.6934       1.5237      46.5036       1.4786       2.2815       2.3289       2.3705       2.2818     187.0042
     190      21.6688       1.5132     151.2567       1.6784       2.3791       2.4171       2.4679       2.3697     185.9125
     191      21.8168       1.4573     219.1714       1.5095       2.5255       2.5686       2.6006       2.5216     183.6817
     192      21.7724       1.4317      68.8221       1.4457       2.5844       2.6247       2.6644       2.5809     202.8269
     193      21.7799       1.4476      51.3941       1.6144       2.7344       2.7772       2.8060       2.7389     183.5687
     194      21.7302       1.4350      28.6808       1.5266       2.8744       2.9144       2.9374       2.8777     207.4168
     195      21.8132       1.4282      21.0116       1.3740       2.9311       2.9860       2.9912       2.9572     186.7276
     196      21.7751       1.4467      26.3362       1.5102       2.9593       3.0024       3.0360       2.9681     196.2966
     197      21.8196       1.3946      36.2345       1.5663       3.0095       3.0585       3.0635       3.0272     184.8269
     198      21.8876       1.4202     113.4851       1.4518       2.9986       3.0425       3.0612       3.0026     189.0002
     199      21.8178       1.4940      16.2683       1.4903       2.9968       3.0383       3.0730       2.9948     194.6644
     200      21.8154       1.4647      11.9059       1.3758       2.9654       3.0064       3.0378       2.9719     192.9956
     201      21.8046       1.4444      21.8952       1.5678       2.8429       2.8860       2.9130       2.8531     187.1324
     202      21.8508       1.4456      14.6465       1.5068       2.7943       2.8401       2.8575       2.8086     193.4865
     203      21.8065       1.4113      11.7068       1.4277       2.7000       2.7370       2.7860       2.6942     188.7670
     204      21.7905       1.3350       9.2641       1.4998       2.5984       2.6415       2.6594       2.6078     184.4560
     205      21.7239       1.3922       8.7744       1.5572       2.4980       2.5442       2.5713       2.5109     191.9086
     206      21.7131       1.4720       6.2638       1.5260       2.5159       2.5689       2.5754       2.5336     179.5069
     207      21.6385       1.4616       7.3228       1.5716       2.4949       2.5463       2.5688       2.4986     196.7423
     208      21.7524       1.4312       7.4002       1.7519       2.6564       2.7066       2.7090       2.6756     203.4535
     209      21.8482       1.3806       8.5275       1.6225       2.7821       2.8236       2.8475       2.7784     196.0117
     210      21.8000       1.4423      12.5871       1.6647       2.6676       2.7170       2.7245       2.6734     189.2865
     211      21.8385       1.4330      27.1299       1.3564       2.6554       2.7049       2.7112       2.6635     185.9465
     212      21.8326       1.4581      41.0830       1.4935       2.6188       2.6682       2.6863       2.6274     182.1092
     213      21.7737       1.4939      18.7307       1.5390       2.6350       2.6872       2.7036       2.6483     206.8385
     214      21.8419       1.4658      14.6802       1.4906       2.5783       2.6289       2.6455       2.5934     188.1614
     215      21.8324       1.4598      10.4273       1.5852       2.6042       2.6479       2.6707       2.6126     177.7646
     216      21.7898       1.3942       9.3753       1.4986       2.5342       2.5819       2.5895       2.5372     167.3854
     217      21.7488       1.3981      13.2148       1.4667       2.4155       2.4658       2.4880       2.4210     185.5380
     218      21.7874       1.3257      13.5500       1.3746       2.4767       2.5226       2.5544       2.4774     186.9829
     219      21.7237       1.4029      16.3804       1.4881       2.3414       2.3915       2.4086       2.3477     184.6108
     220      21.7439       1.3897      19.3737       1.5183       2.4210       2.4637       2.4850       2.4215     174.7102
     221      21.8304       1.4409      47.8985       1.4730       2.4086       2.4440       2.4759       2.4027     184.2999
     222      21.7064       1.4383      48.5174       1.5998       2.2271       2.2763       2.2950       2.2352     172.4753
     223      21.7131       1.4453     105.3321       1.5019       2.2943       2.3413       2.3537       2.3010     184.0008
     224      21.7596       1.4244      72.4827       1.5403       2.3283       2.3788       2.3901       2.3371     177.6934
     225      21.7525       1.5438      42.4993       1.5226       2.2631       2.3039       2.3413       2.2604     177.9122
     226      21.7506       1.4566      45.6867       1.4527       2.3191       2.3698       2.3752       2.3382     192.5182
     227      21.7419       1.4263     183.5914       1.5938       2.4971       2.5451       2.5527       2.5037     182.0085
     228      21.7772       1.4070     188.0226       1.4095       2.4786       2.5271       2.5379       2.4852     175.6441
     229      21.7388       1.3035     455.1335       1.5710       2.6033       2.6572       2.6700       2.6131     178.4890
     230      21.8072       1.3279    1037.3508       1.4970       2.6192       2.6644       2.6898       2.6252     181.1917
     231      21.8215       1.3331     853.6787       1.5226       2.5486       2.5944       2.6101       2.5558     195.0416
     232      21.7896       1.3122     390.3502       1.4809       2.6586       2.7022       2.7257       2.6632     184.3218
     233      21.7419       1.2970     208.0048       1.4946       2.7791       2.8197       2.8503       2.7827     189.9794
     234      21.7501       1.3580     120.4794       1.3499       2.6551       2.7014       2.7233       2.6557     183.5527
     235      21.8024       1.3455      57.6211       1.4946       2.6455       2.6821       2.7113       2.6494     183.8349
     236      21.7831       1.3409      51.7877       1.4154       2.7529       2.7855       2.8179       2.7528     184.5373
     237      21.6861       1.3718      23.4673       1.3257       2.5648       2.6090       2.6217       2.5731     187.6143
     238      21.6897       1.4107      20.4290       1.4416       2.4168       2.4597       2.4835       2.4192     169.2413
     239      21.8042       1.3717      47.9076       1.5551       2.5123       2.5485       2.5830       2.5170     178.1003
     240      21.6944       1.3786      53.3610       1.5122       2.4104       2.4497       2.4769       2.4149     173.6313
     241      21.7297       1.4667      37.8117       1.4554       2.4309       2.4742       2.4977       2.4311     189.0663
     242      21.7280       1.3853      43.0232       1.4961       2.7213       2.7658       2.7806       2.7286     189.3695
     243      21.6919       1.4762      67.9301       1.5120       2.4850       2.5278       2.5486       2.4892     168.8748
     244      21.6717       1.3975      23.2958       1.5387       2.4450       2.4811       2.5114       2.4451     169.4982
     245      21.6446       1.4829      40.8218       1.4539       2.5131       2.5570       2.5728       2.5149     189.8616
     246      21.6182       1.4885      29.3357       1.3655       2.5151       2.5587       2.5918       2.5131     174.5723
     247      21.5864       1.4873      23.9633       1.5162       2.4939       2.5305       2.5617       2.4906     191.3070
     248      21.6999       1.5054      17.4813       1.4452       2.4403       2.4799       2.5077       2.4431     204.9294
     249      21.6498       1.4456      24.0892       1.4206       2.3826       2.4276       2.4490       2.3834     178.7222
     250      21.7454       1.3735      78.6155       1.4029       2.3671       2.4071       2.4380       2.3720     182.1339
     251      21.7143       1.3748      14.6840       1.4621       2.5479       2.5848       2.6159       2.5501     182.3529
     252      21.6766       1.4785      59.3195       1.4403       2.3637       2.4122       2.4211       2.3780     186.7364
     253      21.7450       1.3927      26.8431       1.4419       2.6231       2.6706       2.6791       2.6347     187.0658
     254      21.7203       1.4715      14.7489       1.5182       2.4994       2.5444       2.5686       2.5025     184.5622
     255      21.6987       1.4207      24.1106       1.4398       2.5581       2.6047       2.6239       2.5658     178.8265
     256      21.7224       1.4757       8.9373       1.4201       2.6153       2.6723       2.6717       2.6315     188.7665
     257      21.6992       1.4200       9.6226       1.4893       2.6284       2.6742       2.6917       2.6390     186.6518
     258      21.7347       1.4251       8.0510       1.3526       2.5897       2.6350       2.6624       2.5961     182.1202
     259      21.7909       1.3557       6.9882       1.4921       2.5867       2.6254       2.6636       2.5890     176.9822
     260      21.7176       1.3983       8.6864       1.3557       2.6510       2.7004       2.7207       2.6609     177.9659
     261      21.7690       1.4346      28.6851       1.3301       2.6543       2.7041       2.7224       2.6641     175.4676
     262      21.7083       1.3947       6.3647       1.6181       2.6854       2.7291       2.7484       2.6966     181.6109
     263      21.6638       1.3707       7.7585       1.5261       2.5567       2.6000       2.6285       2.5606     184.1023
     264      21.5588       1.5705      27.3653       1.7536       2.2542       2.3007       2.3346       2.2604     176.4900
     265      21.5971       1.5536      10.1409       1.5888       2.3008       2.3475       2.3801       2.3070     169.5982
     266      21.6542       1.5252       8.4621       1.6385       2.4498       2.4951       2.5181       2.4531     174.0643
     267      21.7705       1.5430       9.2121       1.4293       2.3150       2.3739       2.3856       2.3294     183.5169
     268      21.6521       1.5540      15.9124       1.4843       2.4141       2.4671       2.4870       2.4205     177.6031
     269      21.6620       1.4448      57.6608       1.4891       2.4326       2.4783       2.5103       2.4356     183.5804
     270      21.7200       1.5058      23.7116       1.5657       2.4978       2.5445       2.5718       2.4977     189.4755
     271      21.7190       1.5061      51.7516       1.5826       2.6438       2.6826       2.7221       2.6395     179.4430
     272      21.6619       1.4658      22.3239       1.3614       2.6695       2.7106       2.7442       2.6742     181.7099
     273      21.7556       1.4636      54.8620       1.5122       2.6161       2.6525       2.6810       2.6201     182.5920
     274      21.7289       1.5067      63.7648       1.4751       2.5847       2.6196       2.6743       2.5768     178.6756
     275      21.7485       1.4702      44.4724       1.4759       2.6236       2.6810       2.6800       2.6371     183.4139
     276      21.7531       1.4043      16.0638       1.4685       2.5479       2.5989       2.6176       2.5557     178.2414
     277      21.6776       1.4608      18.4468       1.4658       2.5703       2.6133       2.6479       2.5668     178.8844
     278      21.7263       1.4558      12.4243       1.3614       2.8022       2.8446       2.8701       2.8022     188.8852
     279      21.7080       1.3240      24.5679       1.4577       2.7411       2.7806       2.8178       2.7412     169.6899
     280      21.7512       1.3929      36.9465       1.3842       2.7041       2.7472       2.7765       2.7012     175.6756
     281      21.7347       1.3779      35.5574       1.5398       2.8996       2.9350       2.9778       2.8879     183.8923
     282      21.6552       1.2931      13.3737       1.4152       2.7923       2.8306       2.8660       2.7850     180.8968
     283      21.6850       1.3706      18.2797       1.5387       3.0394       3.0864       3.1087       3.0384     195.1838
     284      21.7620       1.2302      23.5509       1.5082       2.8784       2.9180       2.9571       2.8780     186.1707
     285      21.7672       1.2487      22.6058       1.5282       2.9608       2.9992       3.0428       2.9548     195.4612
     286      21.7293       1.3751      27.5330       1.4856       2.8907       2.9384       2.9706       2.8914     194.1726
     287      21.7615       1.3587      24.5267       1.5248       2.7351       2.7833       2.8125       2.7400     174.1714
     288      21.7793       1.3832      37.1538       1.3257       2.7762       2.8194       2.8458       2.7756     185.6908
     289      21.6965       1.3105      74.7576       1.4971       2.6962       2.7443       2.7672       2.6951     177.2146
     290      21.6917       1.3432      36.6946       1.5287       2.8238       2.8587       2.9098       2.8164     192.6231
