#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
      35      21.4742       1.5497      21.2504       1.2465       1.8349       1.8640       1.9388       1.8133     144.6042
      36      21.4444       1.6214      22.0504       1.3002       1.7530       1.7822       1.8775       1.7264     136.2300
      37      21.4467       1.6689      11.8980       1.2996       1.8257       1.8586       1.9399       1.8149     140.7243
      38      21.4429       1.6759      99.5176       1.1692       1.7687       1.7917       1.8912       1.7477     122.6331
      39      21.4967       1.6476      62.1457       1.3058       1.7197       1.7440       1.8348       1.6951     124.9851
      40      21.4178       1.5647      15.1460       1.3523       1.7781       1.7978       1.9136       1.7365     144.6195
      41      21.4602       1.6014      18.7854       1.2668       1.7612       1.7840       1.8752       1.7301     139.4246
      42      21.4310       1.7001      51.7642       1.2153       1.8046       1.8334       1.9158       1.7828     158.5709
      43      21.4134       1.7804      61.2563       1.3223       1.7306       1.7647       1.8566       1.7087     135.4511
      44      21.3984       1.8428      21.8246       1.2153       1.7406       1.7680       1.8614       1.7172     127.0541
      45      21.3947       1.9537      40.1510       1.2699       1.7200       1.7497       1.8300       1.7014     123.0151
      46      21.3579       1.8387      43.5619       1.1711       1.6887       1.7267       1.8165       1.6741     130.7146
      47      21.3959       1.7479      66.3683       1.2347       1.7812       1.8331       1.8775       1.7867     136.0232
      48      21.4515       1.7562     155.5748       1.2297       1.6653       1.7059       1.7892       1.6580     129.4757
      49      21.4433       1.7134      69.3181       1.2821       1.6351       1.6729       1.7731       1.6098     132.1628
      50      21.3881       1.7574      54.4290       1.4352       1.6999       1.7442       1.8100       1.6871     139.9148
      51      21.3830       1.7981      80.4643       1.3542       1.6386       1.6824       1.7623       1.6280     131.2567
      52      21.4758       1.7170      55.7080       1.4053       1.6431       1.6737       1.7749       1.6325     134.0512
      53      21.4423       1.6110      41.9913       1.1696       1.7102       1.7417       1.8564       1.6786     135.9124
      54      21.4104       1.6459      51.4102       1.1512       1.6014       1.6324       1.7427       1.5794     154.6319
      55      21.4677       1.5532     115.7799       1.2384       1.7515       1.7798       1.8686       1.7337     151.8286
      56      21.4594       1.6383      68.6463       1.2085       1.6950       1.7297       1.8176       1.6845     134.4003
      57      21.5097       1.7067      26.1479       1.3021       1.7779       1.8118       1.8998       1.7700     143.3784
      58      21.4468       1.7033      33.3240       1.1755       1.5111       1.5412       1.6316       1.5015     149.9816
      59      21.3904       1.5120      47.3606       1.2561       1.5850       1.6098       1.7057       1.5654     148.2003
      60      21.4126       1.5911      45.9937       1.2997       1.6335       1.6660       1.7408       1.6244     135.9562
      61      21.3710       1.5036      25.7194       1.2970       1.6731       1.7068       1.8011       1.6571     132.4209
      62      21.4477       1.5485      56.8229       1.3031       1.6644       1.6995       1.7972       1.6469     136.0406
      63      21.4751       1.5932     153.4462       1.2518       1.6856       1.7285       1.7816       1.6834     152.6386
      64      21.3994       1.5618      64.2005       1.2361       1.7298       1.7634       1.8479       1.7113     142.9308
      65      21.3962       1.6596      48.7653       1.2379       1.7110       1.7453       1.8464       1.6899     121.5197
      66      21.4461       1.6950      61.3060       1.2615       1.7282       1.7666       1.8359       1.7185     143.8632
      67      21.3806       1.6714      89.3302       1.1012       1.6333       1.6754       1.7602       1.6163     119.9965
      68      21.4278       1.7386      93.8130       1.1673       1.6224       1.6595       1.7423       1.6113     146.7432
      69      21.3661       1.6522      67.7703       1.1393       1.6547       1.6860       1.8000       1.6295     135.2795
      70      21.2786       1.7290     112.2860       1.2692       1.7876       1.8133       1.9099       1.7728     147.9613
      71      21.3528       1.6942     122.6158       1.1067       1.7700       1.8024       1.8972       1.7577     140.5061
      72      21.3586       1.6660      96.2968       1.1473       1.6203       1.6519       1.7532       1.6066     131.1928
      73      21.3482       1.6887     133.5860       1.2163       1.6001       1.6327       1.7295       1.5847     140.5695
      74      21.3089       1.6196      44.0271       1.2379       1.6992       1.7270       1.8343       1.6827     135.2087
      75      21.3842       1.6509     123.1958       1.1728       1.7337       1.7608       1.8675       1.7137     151.8176
      76      21.4395       1.7523      25.3913       1.1361       1.5597       1.6036       1.6836       1.5540     125.7909
      77      21.3335       1.6804      60.6098       1.0823       1.6796       1.7165       1.7882       1.6824     131.0042
      78      21.3487       1.5643      43.4690       1.1429       1.6807       1.7107       1.8283       1.6450     139.0186
      79      21.4918       1.5307      46.6594       1.0502       1.8505       1.8882       1.9861       1.8276     128.6754
      80      21.4255       1.5983      34.8893       1.0973       1.8241       1.8614       1.9439       1.8034     136.7072
      81      21.3899       1.5845      57.9795       1.3244       1.9026       1.9436       2.0211       1.8837     137.0676
      82      21.3936       1.5442      81.8881       1.3007       1.7233       1.7513       1.8524       1.7017     127.7146
      83      21.4370       1.4738      50.5757       1.2190       1.8234       1.8629       1.9503       1.8148     124.0221
      84      21.3740       1.5700      69.3203       1.1620       1.7815       1.8242       1.8966       1.7721     128.4706
      85      21.4272       1.5490      30.9942       1.0954       1.7452       1.7840       1.8735       1.7370     127.6961
      86      21.3170       1.5879      17.9546       1.1603       1.7780       1.8122       1.9311       1.7474     127.1185
      87      21.3612       1.6385      37.6201       1.0938       1.7590       1.7958       1.8863       1.7454     138.9717
      88      21.3546       1.5911      42.3411       1.1161       1.6600       1.6951       1.7737       1.6489     123.2014
      89      21.3284       1.7327      82.6604       1.2891       1.5732       1.6112       1.6870       1.5688     132.5130
      90      21.4290       1.7310      84.7040       1.3173       1.5071       1.5313       1.6543       1.4755     134.0255
      91      21.3950       1.7195      33.3503       1.2660       1.5659       1.5958       1.7069       1.5429     117.3851
      92      21.3734       1.7637      38.9002       1.1760       1.5873       1.6147       1.7308       1.5564     107.6705
      93      21.3614       1.6834      28.4028       1.3358       1.6384       1.6626       1.7922       1.6028     134.7484
      94      21.4143       1.7474      35.2428       1.2026       1.7427       1.7724       1.8862       1.7173     141.7030
      95      21.4623       1.7411      21.9353       1.1305       1.5931       1.6316       1.7370       1.5758     144.8686
      96      21.3397       1.6186      27.4524       1.1431       1.5286       1.5633       1.6637       1.5068     130.5200
      97      21.3450       1.5125      29.4362       1.3232       1.6569       1.6832       1.7919       1.6301     117.8567
      98      21.3785       1.6068      48.8696       1.3685       1.7114       1.7348       1.8522       1.6919     131.7921
      99      21.3177       1.6389      58.6361       1.3002       1.5393       1.5794       1.6545       1.5404     107.5754
     100      21.3143       1.6400      90.6818       1.2165       1.6318       1.6774       1.7456       1.6325     125.9405
     101      21.3290       1.6460      73.8313       1.1881       1.6835       1.7188       1.8101       1.6650     140.4197
     102      21.3874       1.5505     223.0469       1.1342       1.7981       1.8301       1.9185       1.7736     122.6192
     103      21.4748       1.5747     120.2534       1.2286       1.9452       1.9860       2.0879       1.9232     134.9087
     104      21.4532       1.5303      56.7246       1.2173       1.8472       1.8795       1.9644       1.8328     153.8047
     105      21.4241       1.4457      77.6308       1.1923       1.9109       1.9523       2.0339       1.9018     134.6760
     106      21.4056       1.4047      74.9289       1.2528       1.9762       2.0097       2.0986       1.9595     126.6425
     107      21.4925       1.4918      73.0327       1.1189       2.0732       2.1074       2.1931       2.0585     141.0838
     108      21.4126       1.4429     114.8088       1.2285       1.8325       1.8646       1.9597       1.8197     119.5845
     109      21.3729       1.3743      87.2225       1.2440       1.9586       1.9826       2.0907       1.9388     128.5377
     110      21.3960       1.2553      56.0221       1.1425       1.9611       1.9956       2.0715       1.9456     120.2619
     111      21.4313       1.2652      78.4077       1.2089       2.0548       2.1007       2.1533       2.0508     130.8889
     112      21.4005       1.3688     122.8362       1.2689       1.9316       1.9594       2.0696       1.8949     142.2531
     113      21.4948       1.4591      77.5336       1.2799       1.9438       1.9719       2.0782       1.9110     123.4564
     114      21.4872       1.4933      66.5950       1.4177       2.1079       2.1297       2.2619       2.0679     146.7684
     115      21.6048       1.5985     135.6243       1.2327       2.2569       2.2914       2.3801       2.2317     134.7547
     116      21.4836       1.6159     124.2044       1.3627       2.1644       2.1975       2.2889       2.1435     133.0126
     117      21.4762       1.5048     147.2608       1.2336       2.1558       2.1930       2.2841       2.1347     125.5289
     118      21.4817       1.5164     111.5546       1.2080       2.1039       2.1319       2.2401       2.0805     136.5309
     119      21.4617       1.5853      83.6036       1.2396       2.1130       2.1335       2.2664       2.0671     127.6079
     120      21.3568       1.4629     140.9502       1.3190       1.9556       1.9986       2.0814       1.9384     124.1741
     121      21.3865       1.4860     146.8353       1.1104       1.8892       1.9241       2.0273       1.8586     126.5391
     122      21.3149       1.4195      96.0609       1.0656       1.9934       2.0209       2.1435       1.9484     133.9188
     123      21.3708       1.4138     109.7679       1.2576       2.0065       2.0378       2.1481       1.9709     111.0627
     124      21.3754       1.4271     104.8000       1.2025       1.9506       1.9850       2.0914       1.9223     117.0635
     125      21.2865       1.3811     191.9575       1.2012       1.8961       1.9355       2.0251       1.8760     127.1212
     126      21.3323       1.2865     378.3341       1.3019       1.9920       2.0310       2.1102       1.9782     125.2012
     127      21.3480       1.3040     453.3702       1.1858       1.8730       1.8996       2.0230       1.8404     133.1204
     128      21.2428       1.2911     212.5559       1.4039       1.9601       1.9828       2.0927       1.9323     142.3488
     129      21.3372       1.3493     310.9728       1.2854       1.8349       1.8615       1.9567       1.8172     129.7027
     130      21.2427       1.2797      95.2526       1.3545       2.0147       2.0534       2.1162       2.0029     123.4288
     131      21.4628       1.2936      56.2869       1.2222       2.1318       2.1598       2.2583       2.1061     128.9616
     132      21.3998       1.2847      74.6586       1.1807       2.1118       2.1349       2.2538       2.0747     119.2501
     133      21.3732       1.4176      53.3018       1.2287       1.9736       2.0112       2.0993       1.9506     112.1065
     134      21.3176       1.3646      97.7241       1.2808       1.9958       2.0220       2.1182       1.9693     125.3501
     135      21.4669       1.3281      56.8339       1.2767       1.9969       2.0238       2.1175       1.9750     123.9627
     136      21.3749       1.4694      78.8160       1.1796       1.8693       1.8998       2.0014       1.8468     124.0458
     137      21.3466       1.4037      62.3371       1.2015       1.8895       1.9180       2.0112       1.8675     126.0620
     138      21.3627       1.4357      89.6884       1.2487       1.8333       1.8681       1.9643       1.8151     120.6341
     139      21.2509       1.4453     139.4491       1.3555       1.7603       1.7875       1.8990       1.7398     117.4045
     140      21.2546       1.4271      48.9190       1.2273       1.6937       1.7279       1.8331       1.6749     129.5872
     141      21.1896       1.5706     104.0020       1.2137       1.6653       1.6969       1.8133       1.6549     131.6863
     142      21.2197       1.6097      45.9239       1.2299       1.6464       1.6791       1.7965       1.6386     125.4613
     143      21.2271       1.6774      47.7488       1.3123       1.5361       1.5788       1.6644       1.5371     128.0197
     144      21.2669       1.6852      30.3267       1.2052       1.5452       1.5884       1.6807       1.5402     138.0820
     145      21.3055       1.5846      59.5210       1.3064       1.5651       1.6007       1.6947       1.5534     123.8852
     146      21.2866       1.6039      42.7710       1.2915       1.5362       1.5699       1.6813       1.5226     140.9486
     147      21.2870       1.5855      53.1198       1.3816       1.6662       1.7187       1.7826       1.6730     111.6251
     148      21.3332       1.5302      29.3574       1.1387       1.7223       1.7516       1.8440       1.7135     130.7385
     149      21.2368       1.5007      50.0199       1.2138       1.8315       1.8668       1.9430       1.8213     121.4322
     150      21.2974       1.4207      61.5478       1.1576       1.8233       1.8594       1.9373       1.8175     117.4671
     151      21.2837       1.4415      54.2929       1.1516       1.7347       1.7623       1.8697       1.7162     118.1682
     152      21.2782       1.4236      62.8993       1.1885       1.7853       1.8098       1.9216       1.7654     127.4809
     153      21.3452       1.3787      35.6964       1.0425       1.8087       1.8397       1.9450       1.7857     133.0274
     154      21.3514       1.4863      39.4270       1.0748       1.7391       1.7748       1.8690       1.7205     127.7919
     155      21.3777       1.5206      38.2671       1.1358       1.7551       1.8003       1.8673       1.7487     116.4272
     156      21.4783       1.4932      44.3482       1.2517       1.7727       1.8052       1.9067       1.7591     124.2034
     157      21.4589       1.6285      29.0316       1.3066       1.7930       1.8303       1.9135       1.7811     112.3416
     158      21.4064       1.5289      24.7410       1.2470       1.8530       1.8826       1.9695       1.8322     116.4563
     159      21.4725       1.5833      20.2148       1.1703       1.7993       1.8352       1.9153       1.7851     124.1151
     160      21.4766       1.5501      13.8572       1.2301       1.8875       1.9262       2.0166       1.8652     137.3389
     161      21.4107       1.5864      65.0168       1.2122       1.7509       1.7902       1.8850       1.7300     128.6055
     162      21.4700       1.5525      15.5580       1.1207       1.8776       1.9132       2.0025       1.8562     137.9387
     163      21.4359       1.4910      11.4630       1.1915       1.9537       1.9869       2.0723       1.9388     123.9409
     164      21.5602       1.5833      15.4066       1.1242       2.0538       2.0846       2.1745       2.0351     116.9009
     165      21.5154       1.5983      19.3297       1.2119       2.0370       2.0742       2.1581       2.0260     124.1359
     166      21.5485       1.5414      15.6670       1.1443       1.9686       1.9943       2.0989       1.9360     131.2332
     167      21.4770       1.6597      21.7163       1.2260       1.8961       1.9288       2.0139       1.8764     131.8469
     168      21.4302       1.6749      36.1591       1.2027       1.8178       1.8440       1.9423       1.7936     145.3563
     169      21.4941       1.7510      11.5259       1.1630       1.8554       1.8879       1.9811       1.8379     123.8188
     170      21.5243       1.7266       9.6881       1.2179       1.8475       1.8811       1.9764       1.8228     113.5194
     171      21.4965       1.7675      17.0087       1.1530       1.8660       1.9043       1.9896       1.8505     137.8983
     172      21.5414       1.7709      10.9316       1.2551       1.7930       1.8252       1.9256       1.7794     120.7115
     173      21.4680       1.6351       9.7032       1.0398       1.7178       1.7562       1.8388       1.7071     128.1204
     174      21.4291       1.6003       8.2570       1.3025       1.6512       1.6819       1.7822       1.6350     119.0275
     175      21.5068       1.6572      24.2538       1.0577       1.7807       1.8179       1.9099       1.7587     134.3463
     176      21.4706       1.5975       9.3959       1.1106       1.7796       1.8070       1.9272       1.7545     118.9153
     177      21.4903       1.7956       9.4631       1.2519       1.9467       1.9794       2.0752       1.9251     125.8025
     178      21.5051       1.7493      28.7961       1.0788       1.8490       1.8805       1.9947       1.8149     129.9747
     179      21.5835       1.8463      15.0728       1.2272       1.8557       1.8982       1.9747       1.8428     117.4300
     180      21.5073       1.8221       9.3199       1.2068       1.8467       1.8916       1.9531       1.8299     116.9239
     181      21.5763       1.8682      10.6135       1.2633       1.8017       1.8388       1.9262       1.7823     103.9264
     182      21.5214       1.9121      49.6665       1.1949       1.8545       1.8892       1.9540       1.8492     124.1432
     183      21.5756       2.0423      20.6496       1.1587       1.8915       1.9250       1.9965       1.8819     106.6221
     184      21.5477       1.7928      13.8535       1.2663       1.8301       1.8546       1.9428       1.8001     112.9789
     185      21.5300       1.8443      18.7864       1.1584       1.8066       1.8243       1.9344       1.7749     135.7983
     186      21.4746       1.7990      13.7203       1.2144       1.8241       1.8546       1.9427       1.8050     123.2014
     187      21.3886       1.8315      30.5745       1.1278       1.6954       1.7350       1.8227       1.6767     134.2941
     188      21.3876       1.8484      67.8430       1.1738       1.7283       1.7586       1.8774       1.6945     130.4937
     189      21.3968       1.8618      39.2353       1.1101       1.6709       1.7046       1.8110       1.6491     133.4562
     190      21.4041       1.9809      94.0170       1.2103       1.6741       1.7027       1.8075       1.6483     115.1242
     191      21.4453       1.8892     262.5186       1.2708       1.6605       1.6857       1.7955       1.6356     144.4812
     192      21.4524       1.8497      68.3929       1.2449       1.7005       1.7387       1.8198       1.6817     144.3642
     193      21.4202       1.8300      38.1869       1.1796       1.7345       1.7690       1.8524       1.7243     116.3926
     194      21.4057       1.8457      24.5703       1.1903       1.7947       1.8317       1.9105       1.7854     111.7361
     195      21.3659       1.8747      16.5521       1.1789       1.7462       1.7861       1.8507       1.7383     116.8726
     196      21.4505       1.7294      17.4335       1.2521       1.7796       1.8170       1.9018       1.7712     116.8887
     197      21.3508       1.7475      24.8064       1.1717       1.6545       1.6912       1.7822       1.6399     127.5926
     198      21.3804       1.8125      20.3970       1.0343       1.7789       1.8128       1.8937       1.7682     122.3355
     199      21.3559       1.6780      10.5585       1.2871       1.7735       1.8095       1.8961       1.7536     117.7443
     200      21.3610       1.5630       9.8245       1.1715       1.8079       1.8347       1.9191       1.7992     142.7916
     201      21.3357       1.5940      14.7144       1.2543       1.7956       1.8124       1.9484       1.7688     117.2081
     202      21.3326       1.7150       9.4848       1.1524       1.6389       1.6655       1.7696       1.6286     116.2327
     203      21.3432       1.7427      10.8858       1.1175       1.6877       1.7178       1.8270       1.6687     118.8920
     204      21.2818       1.6120       8.0236       1.2823       1.6938       1.7313       1.8198       1.6776     138.0963
     205      21.4101       1.6184       7.7420       1.2585       1.7977       1.8270       1.9274       1.7792     123.4838
     206      21.4308       1.6062       6.1493       1.1590       1.7631       1.7998       1.8823       1.7495     116.4527
     207      21.3568       1.6092       7.1502       1.2059       1.7782       1.8106       1.9197       1.7580     134.2810
     208      21.3699       1.6287       6.7126       1.2099       1.6722       1.7019       1.8167       1.6510     125.2550
     209      21.3559       1.5797       7.8998       1.2073       1.6820       1.7138       1.8216       1.6676     118.8571
     210      21.3316       1.6515      12.2358       1.2697       1.6410       1.6855       1.7564       1.6445     126.5866
     211      21.2522       1.5773      28.3334       1.1862       1.5980       1.6279       1.7477       1.5810     122.0026
     212      21.2656       1.7280      40.7396       1.2723       1.5000       1.5416       1.6518       1.4865     133.8717
     213      21.2752       1.8017      19.4944       1.2692       1.5431       1.5764       1.6877       1.5224     122.6719
     214      21.3333       1.8465      14.5476       1.1974       1.6856       1.7117       1.8118       1.6620     127.3757
     215      21.3411       1.8130       9.9780       1.2062       1.6370       1.6645       1.7887       1.6110     129.9889
     216      21.4035       1.7748       8.5517       1.2558       1.6010       1.6280       1.7666       1.5569     118.1521
     217      21.3549       1.6627      11.3859       1.2230       1.6678       1.6986       1.8080       1.6323     124.6682
     218      21.2624       1.7145      10.7955       1.3197       1.5813       1.6035       1.7276       1.5473     124.5927
     219      21.4139       1.7384      17.3471       1.1048       1.5325       1.5640       1.6890       1.4925     124.6288
     220      21.3426       1.7248      16.3097       1.1735       1.6732       1.6980       1.8181       1.6292     119.0281
     221      21.3671       1.7041      39.6687       1.0723       1.6526       1.6758       1.8181       1.6069     115.0674
     222      21.3235       1.7772      52.8183       1.3183       1.6096       1.6416       1.7643       1.5641     126.0643
     223      21.4200       1.8730     131.8384       1.2477       1.6770       1.6971       1.8398       1.6259     122.3026
     224      21.3711       1.7184      78.4150       1.3021       1.6160       1.6495       1.7524       1.5903     123.9095
     225      21.3988       1.6147      45.1722       1.2512       1.7011       1.7228       1.8439       1.6596     112.5107
     226      21.4373       1.6409      56.1992       1.3136       1.6969       1.7259       1.8293       1.6641     124.9326
     227      21.4237       1.6987     151.8421       1.2326       1.7259       1.7445       1.8732       1.6828     128.5393
     228      21.4105       1.6688     212.7354       1.2452       1.6180       1.6529       1.7405       1.5991     132.7884
     229      21.3938       1.7346     248.1224       1.2413       1.5699       1.6055       1.7091       1.5452     128.5728
     230      21.3678       1.6549     636.1720       1.1740       1.6076       1.6281       1.7484       1.5689     108.9267
     231      21.3230       1.6539     474.2390       1.1847       1.5808       1.6133       1.7028       1.5655     111.5260
     232      21.3360       1.6735     276.2657       1.2533       1.5878       1.6192       1.7145       1.5685     112.4353
     233      21.2542       1.7142     166.5966       1.3003       1.5191       1.5493       1.6625       1.4926     111.4074
     234      21.3135       1.6955     116.7182       1.2672       1.5933       1.6191       1.7337       1.5601     123.3777
     235      21.2987       1.7453      52.1255       1.2173       1.6320       1.6761       1.7457       1.6211     112.4858
     236      21.3092       1.6293      45.5796       0.9121       1.6157       1.6507       1.7324       1.5955     119.7331
     237      21.3684       1.6467      20.7457       1.1838       1.6768       1.7036       1.8259       1.6398     125.9062
     238      21.3881       1.6114      17.5243       1.2155       1.7572       1.7896       1.8845       1.7256     125.7721
     239      21.3888       1.6082      37.2998       1.1740       1.8160       1.8529       1.9511       1.7804     128.4457
     240      21.4661       1.6990      47.1115       1.2283       1.7684       1.7982       1.9014       1.7343     116.9184
     241      21.4684       1.6189      36.6562       1.2010       1.7715       1.8098       1.9019       1.7473     120.0441
     242      21.4525       1.6369      41.8182       1.2664       1.7484       1.7816       1.8779       1.7170     119.1354
     243      21.3560       1.6071      61.3951       1.2856       1.7474       1.7825       1.8765       1.7151     120.6885
     244      21.3755       1.6680      22.1657       1.2848       1.7969       1.8207       1.9432       1.7564     104.5975
     245      21.3393       1.5961      76.3097       1.2200       1.7448       1.7779       1.8922       1.7124     111.4986
     246      21.3979       1.6577      30.3375       1.1407       1.7035       1.7331       1.8533       1.6661     123.1639
     247      21.3693       1.6631      25.7097       1.1728       1.6735       1.7060       1.8253       1.6325     107.9293
     248      21.4256       1.6662      18.6272       1.2692       1.7004       1.7368       1.8502       1.6563     113.2298
     249      21.2900       1.6519      25.9867       1.2186       1.6578       1.7024       1.8020       1.6294     119.9734
     250      21.4390       1.6041      94.0573       1.3137       1.7529       1.7860       1.9021       1.7178     118.2087
     251      21.4393       1.5838      15.4215       1.2802       1.7965       1.8339       1.9199       1.7760     117.1004
     252      21.4857       1.6042      58.4458       1.2048       1.8312       1.8672       1.9717       1.8051     107.1503
     253      21.4062       1.6058      26.4516       1.3013       1.7717       1.8083       1.8999       1.7430     109.9149
     254      21.4226       1.5942      14.4754       1.2410       1.7364       1.7840       1.8649       1.7245     138.5131
     255      21.4942       1.5111      22.0756       1.1701       1.9953       2.0366       2.0889       1.9893     146.2557
     256      21.4526       1.5225       8.4180       1.0977       1.9243       1.9590       2.0598       1.9019     117.9908
     257      21.4200       1.5428       9.6189       1.2031       2.0301       2.0630       2.1587       2.0074     116.9627
     258      21.4922       1.4926       7.4646       1.3533       1.9327       1.9698       2.0409       1.9122     125.6438
     259      21.3625       1.4733       6.4594       1.2068       1.8585       1.8892       1.9975       1.8231     125.2198
     260      21.3607       1.3588       8.5300       1.2878       1.8213       1.8537       1.9501       1.8005     106.9720
     261      21.2961       1.3413      37.4585       1.2440       1.8196       1.8466       1.9583       1.7887     114.8818
     262      21.3032       1.3347       6.1366       1.1027       1.7814       1.8184       1.9143       1.7607     118.9308
     263      21.3517       1.3873       7.5437       1.2312       1.7925       1.8326       1.9177       1.7750     122.4745
     264      21.2995       1.4281      32.9596       1.1411       1.8028       1.8455       1.9240       1.7896     114.6487
     265      21.3639       1.3885      10.6126       1.3267       1.9067       1.9320       2.0252       1.8914     117.9370
     266      21.3250       1.3890       8.5187       1.2670       1.7741       1.8064       1.8975       1.7528     117.3272
     267      21.3504       1.4164      10.1659       1.1819       1.7939       1.8266       1.9285       1.7756     124.3980
     268      21.2431       1.3910      19.1304       1.1918       1.8615       1.8983       1.9961       1.8350     121.2840
     269      21.2891       1.4064      60.0521       1.0305       1.8172       1.8570       1.9296       1.8028     127.0275
     270      21.2056       1.3653      25.2000       1.1293       1.8578       1.8890       1.9883       1.8311     133.8502
     271      21.3323       1.3862      47.1481       1.3107       1.8570       1.8830       2.0080       1.8141     134.6956
     272      21.3190       1.4359      21.7950       1.1731       1.7921       1.8156       1.9426       1.7512     133.1542
     273      21.3717       1.4295      52.3262       1.2650       1.7687       1.8022       1.9184       1.7391     111.4527
     274      21.3715       1.4408      61.8598       1.1791       1.7570       1.8008       1.8951       1.7336     133.1210
     275      21.4183       1.3976      41.5539       1.3061       1.8018       1.8361       1.9402       1.7695     116.4346
     276      21.3803       1.4287      15.4654       1.3360       1.7132       1.7414       1.8515       1.6897     129.6555
     277      21.3437       1.3817      17.7235       1.3279       1.8196       1.8546       1.9523       1.7793     122.2798
     278      21.3218       1.4094      11.4428       1.2141       1.8771       1.9081       2.0136       1.8350     104.5204
     279      21.3730       1.5022      16.4790       1.2954       1.8752       1.9150       2.0003       1.8401     113.5624
     280      21.3861       1.5883      17.9218       1.2684       1.8109       1.8408       1.9441       1.7814     115.8180
     281      21.3787       1.4959      29.5729       1.2414       1.9544       1.9802       2.0803       1.9239     142.0226
     282      21.4665       1.4669      12.0353       1.1678       2.0052       2.0403       2.1238       1.9785     133.2921
     283      21.4031       1.4624      17.7325       1.3391       1.9852       2.0185       2.1181       1.9506     135.5829
     284      21.4697       1.4833      22.1992       1.1721       2.0753       2.1084       2.2134       2.0469     110.8299
     285      21.4655       1.4357      20.9528       1.2800       2.0807       2.1186       2.2024       2.0581     137.9835
     286      21.4205       1.5998      27.8489       1.1175       2.0518       2.0766       2.1810       2.0194     122.8872
     287      21.3963       1.6392      24.7390       1.1114       2.0643       2.1002       2.1788       2.0489     105.4477
     288      21.4055       1.5782      34.0178       1.1171       1.9539       1.9865       2.0867       1.9253     136.3437
     289      21.5040       1.5239      81.3577       1.0783       2.0514       2.0873       2.1628       2.0359     126.4866
     290      21.4321       1.3825      32.2631       1.3135       2.0210       2.0566       2.1569       1.9950     121.8522
